X,"code","glottocode"
4161,"hmy","sout1555"
4162,"hmz","hmon1331"
4163,"hnd","sout2668"
4164,"hne","chha1249"
4165,"hno","nort2662"
4166,"hns","cari1275"
4167,"hnu","hung1275"
4168,"hob","mari1429"
4169,"hod","holm1250"
4170,"hoe","horo1245"
4171,"hoh","hoby1242"
4172,"hoi","holi1241"
4173,"hoj","hado1235"
4174,"hol","holu1245"
4175,"hom","homa1239"
4176,"hor","horo1247"
4177,"hos","hoch1237"
4178,"hot","hote1245"
4179,"hov","hovo1239"
4180,"how","honi1244"
4181,"hoy","holi1239"
4182,"hoz","hozo1236"
4183,"hpo","hpon1238"
4184,"hps","hawa1235"
4185,"hra","hran1239"
4186,"hrk","haru1244"
4187,"hrm","horn1235"
4188,"hro","haro1237"
4189,"hrt","hert1241"
4190,"hru","hrus1242"
4191,"hrx","riog1239"
4192,"hrz","harz1239"
4193,"hsh","hung1263"
4194,"hsl","haus1246"
4195,"hsn","xian1251"
4196,"hti","hoti1237"
4197,"htu","hitu1239"
4198,"hud","huau1237"
4199,"hue","sanf1258"
4200,"huf","hume1246"
4201,"hug","huac1244"
4202,"huh","huil1244"
4203,"hui","huli1244"
4204,"huj","nort1545"
4205,"huk","hulu1246"
4206,"hul","hula1239"
4207,"hum","hung1278"
4208,"huo","huuu1240"
4209,"hut","huml1238"
4210,"huw","huku1237"
4211,"huy","hula1244"
4212,"hvc","hait1241"
4213,"hve","sand1278"
4214,"hvk","have1241"
4215,"hvv","sant1422"
4216,"hwa","wane1242"
4217,"hwo","hwan1240"
4218,"hya","hyaa1239"
4219,"iar","pura1257"
4220,"ibe","akpe1248"
4221,"ibl","ibal1244"
4222,"ibm","agoi1246"
4223,"ibn","ibin1241"
4224,"ibr","ibuo1242"
4225,"ibu","ibuu1240"
4226,"iby","iban1261"
4227,"ica","edei1246"
4228,"ich","etky1238"
4229,"icr","sana1297"
4230,"ida","idak1243"
4231,"idc","idon1238"
4232,"idd","edei1244"
4233,"ide","ider1238"
4234,"idi","idii1243"
4235,"idr","indr1247"
4236,"idt","idat1237"
4237,"ifa","amga1235"
4238,"iff","ifoo1237"
4239,"ifk","tuwa1243"
4240,"ifu","mayo1262"
4241,"ify","kele1259"
4242,"igg","igan1243"
4243,"igm","kang1291"
4244,"igo","iseb1246"
4245,"igw","igwe1238"
4246,"ihb","ihab1241"
4247,"ihw","gana1268"
4248,"ije","bise1238"
4249,"ijj","edei1245"
4250,"ijn","kala1381"
4251,"iki","ikoo1245"
4252,"ikk","ikaa1238"
4253,"ikl","ikul1238"
4254,"iko","olul1245"
4255,"ikp","ikpe1243"
4256,"ikr","ikar1243"
4257,"iks","inui1247"
4258,"ikv","ikug1238"
4259,"ikw","ikwe1242"
4260,"ikz","ikiz1238"
4261,"ila","ilea1237"
4262,"ilg","gari1253"
4263,"ili","ilit1241"
4264,"ilk","ilon1239"
4265,"ill","iran1262"
4266,"ils","inte1259"
4267,"ilu","iliu1237"
4268,"ilv","ilue1241"
4269,"ima","mala1457"
4270,"iml","milu1241"
4271,"imo","imbo1238"
4272,"imr","imro1237"
4273,"imy","mily1238"
4274,"ina","inte1239"
4275,"inl","indo1291"
4276,"inm","mina1279"
4277,"inn","isin1239"
4278,"ino","inok1238"
4279,"int","inth1238"
4280,"ior","inor1238"
4281,"iou","tuma1250"
4282,"ipi","ipil1240"
4283,"ipo","ipik1244"
4284,"ire","ires1239"
4285,"iri","irig1241"
4286,"irx","kamb1302"
4287,"iry","iray1237"
4288,"isa","isab1240"
4289,"isc","isco1239"
4290,"ish","esan1238"
4291,"ism","masi1265"
4292,"isn","isan1243"
4293,"ist","istr1244"
4294,"isu","isum1240"
4295,"itb","bino1237"
4296,"ite","iten1243"
4297,"iti","inla1260"
4298,"itk","jude1255"
4299,"itm","itum1245"
4300,"itr","iter1241"
4301,"itt","maen1235"
4302,"itw","itoo1242"
4303,"itx","itik1240"
4304,"ity","moya1235"
4305,"ivb","ibat1238"
4306,"iwk","iwak1237"
4307,"iwo","iwur1240"
4308,"iws","sepi1255"
4309,"iya","iyay1238"
4310,"iyo","mesa1245"
4311,"iyx","yaka1274"
4312,"izr","izer1241"
4313,"jab","hyam1245"
4314,"jad","jaha1245"
4315,"jaf","jara1274"
4316,"jah","jahh1242"
4317,"jaj","zaza1245"
4318,"jak","jaku1244"
4319,"jal","yala1266"
4320,"jas","newc1244"
4321,"jat","jaka1245"
4322,"jau","yaur1239"
4323,"jax","jamb1236"
4324,"jaz","jawe1237"
4325,"jbk","bari1298"
4326,"jbn","nafu1238"
4327,"jbr","jofo1235"
4328,"jcs","jama1256"
4329,"jct","krym1236"
4330,"jda","jadd1243"
4331,"jdg","jadg1238"
4332,"jdt","jude1256"
4333,"jee","jeru1240"
4334,"jeg","jeng1241"
4335,"jek","jeri1242"
4336,"jen","dzaa1238"
4337,"jer","jere1244"
4338,"jeu","jonk1238"
4339,"jgb","ngbe1238"
4340,"jge","jude1258"
4341,"jgo","ngom1272"
4342,"jhs","jhan1234"
4343,"jia","jina1244"
4344,"jib","jibu1239"
4345,"jid","buuu1244"
4346,"jie","jilb1238"
4347,"jih","shan1274"
4348,"jii","jiid1238"
4349,"jil","jili1241"
4350,"jim","jimi1254"
4351,"jio","jiam1236"
4352,"jiq","guan1266"
4353,"jit","jita1239"
4354,"jiy","buyu1238"
4355,"jje","jeju1234"
4356,"jkm","mobw1234"
4357,"jko","kubo1242"
4358,"jkr","koro1316"
4359,"jku","labi1245"
4360,"jls","jama1263"
4361,"jma","dima1252"
4362,"jmb","zumb1240"
4363,"jmc","mach1266"
4364,"jmi","jimi1255"
4365,"jmk",NA
4366,"jml","juml1238"
4367,"jmn","maku1273"
4368,"jmr","kama1357"
4369,"jms","mash1269"
4370,"jmw","mouw1234"
4371,"jmx","west2643"
4372,"jnd","jand1246"
4373,"jng","yang1288"
4374,"jni","janj1240"
4375,"jnl","rawa1264"
4376,"job","joba1238"
4377,"jod","woje1238"
4378,"jor","jora1240"
4379,"jos","jord1238"
4380,"jow","jowu1238"
4381,"jpa","pale1261"
4382,"jpr","jude1257"
4383,"jra","jara1266"
4384,"jrr","jiru1238"
4385,"jrt","jort1240"
4386,"jub","wann1241"
4387,"jud","woro1256"
4388,"juh","hone1235"
4389,"juk","wapa1235"
4390,"jul","jire1238"
4391,"jum","jumj1238"
4392,"juo","jiba1237"
4393,"jus","juml1239"
4394,"jut","juti1236"
4395,"juu","juuu1243"
4396,"juw","waph1238"
4397,"juy","jura1242"
4398,"jvd","javi1237"
4399,"jvn","cari1276"
4400,"jwi","jwir1241"
4401,"jye","jude1267"
4402,"jyy","jaya1242"
4403,"kad","kada1284"
4404,"kae","keta1243"
4405,"kaf","kats1235"
4406,"kag","kaja1250"
4407,"kai","kare1348"
4408,"kaj","jjuu1238"
4409,"kak","ahin1234"
4410,"kaw","kawi1241"
4411,"kax","kaoo1238"
4412,"kba","kala1379"
4413,"kbe","kanj1260"
4414,"kbg","kham1283"
4415,"kbi","kapt1235"
4416,"kbj","kari1306"
4417,"kbm","iwal1237"
4418,"kbn","kare1338"
4419,"kbo","keli1248"
4420,"kbs","kand1300"
4421,"kbt","abad1241"
4422,"kbu","kabu1254"
4423,"kbw","kaie1237"
4424,"kby","mang1399"
4425,"kbz","duhw1236"
4426,"kcb","kawa1276"
4427,"kcc","lubi1238"
4428,"kce","kaiv1238"
4429,"kcf","ukaa1243"
4430,"kch","vono1238"
4431,"kci","kama1358"
4432,"kcj","kobi1241"
4433,"kcm","gula1266"
4434,"kco","kina1251"
4435,"kcp","kang1288"
4436,"kcq","kamo1254"
4437,"kcs","koen1239"
4438,"kcw","kabw1242"
4439,"kcx","kach1284"
4440,"kcy","kora1291"
4441,"kcz","kono1265"
4442,"kda","wori1245"
4443,"kdc","kutu1263"
4444,"kdf","mamu1254"
4445,"kdg","seba1247"
4446,"kdi","kuma1275"
4447,"kdk","nume1242"
4448,"kdl","tsik1238"
4449,"kdn","kund1255"
4450,"kdp","kani1277"
4451,"kdq","koch1250"
4452,"kdt","kuyy1240"
4453,"kdu","kada1282"
4454,"kdv","kado1242"
4455,"kdw","kone1241"
4456,"kdx","kamm1249"
4457,"kdy","kede1239"
4458,"kdz","kwaj1242"
4459,"kea","kabu1256"
4460,"keb","kele1257"
4461,"kec","keig1242"
4462,"ked","kere1283"
4463,"kef","kpes1238"
4464,"keg","tese1238"
4465,"keh","keak1239"
4466,"kej","kada1242"
4467,"kem","kema1243"
4468,"keo","kakw1240"
4469,"kep","kaik1244"
4470,"keq","kama1350"
4471,"kes","kugb1241"
4472,"keu","akeb1238"
4473,"kev","kani1275"
4474,"kew","west2599"
4475,"key","kupi1238"
4476,"kez","kuke1242"
4477,"kfg","kudi1237"
4478,"kfh","kuri1256"
4479,"kfj","kemi1240"
4480,"kfl","kung1260"
4481,"kfm","khun1255"
4482,"kfn","kukk1239"
4483,"kfo","koro1306"
4484,"kfp","korw1242"
4485,"kfr","kach1277"
4486,"kfs","bila1253"
4487,"kft","kanj1259"
4488,"kfu","katk1238"
4489,"kfv","kurm1243"
4490,"kfw","khar1288"
4491,"kfx","kull1236"
4492,"kga","koya1253"
4493,"kgb","kawe1240"
4494,"kgc",NA
4495,"kgd","kata1264"
4496,"kgf","kube1244"
4497,"kgi","sela1253"
4498,"kgl","kung1258"
4499,"kgn","kari1303"
4500,"kgt","somy1238"
4501,"kgu","kobo1248"
4502,"kgv","kara1499"
4503,"kgx","kama1364"
4504,"khf","khue1238"
4505,"khh","kehu1238"
4506,"khj","kutu1262"
4507,"khn","khan1272"
4508,"kho","khot1251"
4509,"khp","kapo1250"
4510,"khs","kasu1251"
4511,"kht","kham1290"
4512,"khu","nkhu1238"
4513,"khx","kanu1278"
4514,"khy","kele1255"
4515,"khz","keap1239"
4516,"kib","koal1240"
4517,"kid","kosh1246"
4518,"kie","kibe1241"
4519,"kif","east2354"
4520,"kih","kilm1241"
4521,"kil","kari1316"
4522,"kip","shes1236"
4523,"kiq","kosa1251"
4524,"kis","kiss1246"
4525,"kit","agob1244"
4526,"kiu","kirm1248"
4527,"kiv","kimb1242"
4528,"kix","khia1236"
4529,"kiz","kisi1243"
4530,"kja","mlap1238"
4531,"kji","zaba1237"
4532,"kjk","high1275"
4533,"kjl","west2420"
4534,"kjm","khan1274"
4535,"kjo","hari1246"
4536,"kjr","kuru1305"
4537,"kjt","phra1235"
4538,"kjx","ramo1245"
4539,"kjy","erav1244"
4540,"kjz","bumt1240"
4541,"kka","kaka1264"
4542,"kkb","kwer1264"
4543,"kkc","odoo1238"
4544,"kkd","kinu1239"
4545,"kke","kaka1265"
4546,"kkf","kala1376"
4547,"kkg","maba1279"
4548,"kkm","kion1242"
4549,"kko","kark1256"
4550,"kkp","gugu1254"
4551,"kkq","kaik1247"
4552,"kkr","kirb1236"
4553,"kks","giiw1236"
4554,"kkt","koii1238"
4555,"kku","tumi1238"
4556,"kkv","kang1289"
4557,"kkx","kohi1250"
4558,"kkz","kask1239"
4559,"klc","kolb1240"
4560,"klf","kend1253"
4561,"klg","taga1268"
4562,"klh","weli1239"
4563,"kli","kalu1247"
4564,"klk","kono1264"
4565,"kll","kaga1255"
4566,"klm","kolo1267"
4567,"klo","kapy1238"
4568,"klp","kama1360"
4569,"klt","nukn1238"
4570,"klv","mask1242"
4571,"klw","lind1248"
4572,"klx","kolu1245"
4573,"kly","kala1394"
4574,"klz","kabo1247"
4575,"kmb","kimb1241"
4576,"kmc","sout2741"
4577,"kmd","madu1248"
4578,"kme","bako1250"
4579,"kmf","kare1341"
4580,"kmi","kami1258"
4581,"kmk","limo1248"
4582,"kml","lowe1412"
4583,"kmm","komi1270"
4584,"kmp","gimm1241"
4585,"kmq","kwam1249"
4586,"kmu","kani1286"
4587,"kmv","kari1301"
4588,"kmx","wabo1241"
4589,"kmy","koma1266"
4590,"knb","lubu1243"
4591,"knd","kond1303"
4592,"kni","kanu1277"
4593,"knl","keni1248"
4594,"kno","kono1268"
4595,"knp","kwan1276"
4596,"knq","kint1239"
4597,"knr","kani1285"
4598,"kns","kens1248"
4599,"knu","kono1267"
4600,"knv","tabo1241"
4601,"knx","kend1254"
4602,"knz","kala1383"
4603,"koa","kono1269"
4604,"koc","kpat1246"
4605,"kod","kodi1247"
4606,"kof","kubi1239"
4607,"kol","kolp1236"
4608,"koo","konz1239"
4609,"kop","kwat1244"
4610,"koq","kota1274"
4611,"kou","koke1240"
4612,"kov","kudu1241"
4613,"kow","kuga1239"
4614,"koz","kora1296"
4615,"kpa","kutt1236"
4616,"kpb","mull1244"
4617,"kpd","koba1240"
4618,"kpf","komb1273"
4619,"kph","kpla1238"
4620,"kpi","kofe1239"
4621,"kpl","kpal1241"
4622,"kpn","kepk1241"
4623,"kpp",NA
4624,"kpq","koru1245"
4625,"kpu","kafo1240"
4626,"kqa","mumm1238"
4627,"kqb","kova1243"
4628,"kqc","doro1266"
4629,"kqd","koys1242"
4630,"kqe","kala1388"
4631,"kqf","kaka1267"
4632,"kqg","khee1238"
4633,"kqj","koro1313"
4634,"kqk","kota1272"
4635,"kql","kyen1243"
4636,"kqm","khis1238"
4637,"kqn","kaon1241"
4638,"kqo","east2414"
4639,"kqp","kimr1241"
4640,"kqr","kima1244"
4641,"kqt","klia1235"
4642,"kqu","vaal1235"
4643,"kqv","okol1241"
4644,"kqw","kand1301"
4645,"kqx","mser1242"
4646,"kra","kumh1238"
4647,"krb","kark1259"
4648,"krd","kair1265"
4649,"krf","koro1308"
4650,"krh","kura1249"
4651,"krj","kina1250"
4652,"krm","krim1238"
4653,"krn","sapo1251"
4654,"krp","koro1304"
4655,"krr","krun1240"
4656,"krt","tuma1248"
4657,"krv","kave1238"
4658,"krw","west2488"
4659,"krx","karo1294"
4660,"krz","sota1242"
4661,"ksa","shuw1238"
4662,"ksc","sout2908"
4663,"kse","kuni1263"
4664,"ksg","kusa1251"
4665,"ksj","uare1241"
4666,"ksk","kans1243"
4667,"ksl","kuma1278"
4668,"ksm","kumb1238"
4669,"ksn","kasi1256"
4670,"ksp","kaba1281"
4671,"ksr","boro1279"
4672,"ksu","kham1291"
4673,"ksv","kusu1252"
4674,"ksy","khar1283"
4675,"ksz","koda1254"
4676,"kta","katu1273"
4677,"ktb","kamb1316"
4678,"ktc","khol1240"
4679,"kte","nubr1241"
4680,"ktf","kwam1250"
4681,"kth","kara1484"
4682,"kti","nort2916"
4683,"ktj","plap1239"
4684,"ktk","kani1282"
4685,"ktl","koro1296"
4686,"ktm","kurt1250"
4687,"ktp","kadu1253"
4688,"ktq","kata1268"
4689,"ktr","kota1278"
4690,"kts","sout2940"
4691,"ktt","ketu1238"
4692,"kty","kang1286"
4693,"kua","kuan1247"
4694,"kub","kute1248"
4695,"kuc","kwin1242"
4696,"kud","auhe1237"
4697,"kuf","west2398"
4698,"kug","kupa1238"
4699,"kuh","kush1236"
4700,"kuk","kepo1237"
4701,"kul","kule1247"
4702,"kuo","kumu1247"
4703,"kuv","kurr1245"
4704,"kuw","kpag1238"
4705,"kux","kuka1246"
4706,"kvb","kubu1239"
4707,"kvc","kove1237"
4708,"kve","kala1391"
4709,"kvf","kaba1292"
4710,"kvh","komo1261"
4711,"kvi","kwan1285"
4712,"kvj","psik1239"
4713,"kvl","brek1238"
4714,"kvm","kend1252"
4715,"kvp","komp1237"
4716,"kvq","geba1237"
4717,"kvr","keri1250"
4718,"kvu","yinb1236"
4719,"kvx","park1237"
4720,"kvy","yint1235"
4721,"kvz","tsak1250"
4722,"kwb","kwaa1262"
4723,"kwc","likw1239"
4724,"kwf","kwar1239"
4725,"kwg","sara1322"
4726,"kwh","kowi1239"
4727,"kwj","kwan1278"
4728,"kwl","kofy1242"
4729,"kwm","kwam1251"
4730,"kwp","kodi1246"
4731,"kwr","kwer1265"
4732,"kws","kwes1244"
4733,"kwt","kwes1245"
4734,"kwu","kwak1266"
4735,"kwv","sara1321"
4736,"kww","kwin1243"
4737,"kwx","khir1237"
4738,"kwz","kwad1244"
4739,"kxb","krob1245"
4740,"kxc","kons1243"
4741,"kxd","brun1242"
4742,"kxf","manu1255"
4743,"kxh","karo1297"
4744,"kxi","keni1249"
4745,"kxj","kulf1238"
4746,"kxk","zaye1235"
4747,"kxl","nepa1253"
4748,"kxm","nort2684"
4749,"kxn","kano1244"
4750,"kxp","wadi1248"
4751,"kxq","smar1235"
4752,"kxr","bowa1234"
4753,"kxs","kang1281"
4754,"kxt","koiw1243"
4755,"kxw","kona1242"
4756,"kxx","liku1242"
4757,"kxy","kayo1245"
4758,"kxz","kere1286"
4759,"kya","kway1241"
4760,"kyb","butb1235"
4761,"kyd","kare1339"
4762,"kye","krac1238"
4763,"kyf","kouy1238"
4764,"kyg","keya1238"
4765,"kyi","kipu1237"
4766,"kyk","kama1363"
4767,"kyn","karo1299"
4768,"kyo","kelo1247"
4769,"kyt","kaya1328"
4770,"kyu","west2409"
4771,"kyw","kudm1238"
4772,"kyy","kamb1303"
4773,"kzb","kaib1244"
4774,"kzc","bond1246"
4775,"kzd","kada1286"
4776,"kze","kose1239"
4777,"kzg","kika1239"
4778,"kzk","kazu1245"
4779,"kzl","kaye1241"
4780,"kzm","kais1235"
4781,"kzn","koko1267"
4782,"kzo","kani1279"
4783,"kzp","kaid1239"
4784,"kzq","kaik1246"
4785,"kzs","sugu1243"
4786,"kzt","tamb1254"
4787,"kzu","kayu1243"
4788,"kzv","komy1238"
4789,"kzx","kama1362"
4790,"kzy","kang1285"
4791,"kzz","kala1256"
4792,"laa","lapu1236"
4793,"lai","lamb1272"
4794,"lak","laka1252"
4795,"lan","laru1238"
4796,"lap","laka1254"
4797,"laq","qabi1235"
4798,"lar","lart1238"
4799,"lbb","labe1239"
4800,"lbi","labi1244"
4801,"lbk","cent2292"
4802,"lbm","lodh1246"
4803,"lbn","lame1256"
4804,"lbq","wamp1247"
4805,"lbr","nort2727"
4806,"lbs","liby1235"
4807,"lbv","lava1239"
4808,"lbw","tola1247"
4809,"lbx","lawa1257"
4810,"lcc","lege1241"
4811,"lcd","lola1248"
4812,"lce","lonc1237"
4813,"lcf","lubu1241"
4814,"lcl","lise1239"
4815,"lcp","west2396"
4816,"lcq","luhu1243"
4817,"lcs","lisa1239"
4818,"ldb","idun1241"
4819,"ldd","luri1256"
4820,"ldg","leny1238"
4821,"ldh","lamj1245"
4822,"ldi","laar1238"
4823,"ldj","lemo1242"
4824,"ldk","leel1242"
4825,"ldl","kaan1247"
4826,"ldm","land1256"
4827,"ldo","looo1238"
4828,"ldp","tsoo1241"
4829,"ldq","lufu1237"
4830,"leb","lala1264"
4831,"leh","lenj1248"
4832,"lei","lemi1243"
4833,"lej","leng1258"
4834,"lek","leip1237"
4835,"lel","lele1265"
4836,"leo","leti1245"
4837,"leq","lemb1266"
4838,"ler","lenk1247"
4839,"let","lesi1239"
4840,"lev","lamm1241"
4841,"ley","lemo1243"
4842,"lfa","lefa1242"
4843,"lfn","ling1267"
4844,"lga","lung1249"
4845,"lgb","lagh1246"
4846,"lgh","lagh1245"
4847,"lgi","leng1260"
4848,"lgk","ling1265"
4849,"lgl","wala1266"
4850,"lgn","opuu1239"
4851,"lgq","logb1245"
4852,"lgr","leng1259"
4853,"lgt","pahi1246"
4854,"lgz","lige1238"
4855,"lhh","laha1251"
4856,"lhi","lahu1252"
4857,"lhl","lahu1250"
4858,"lhn","laha1253"
4859,"lhp","lhok1238"
4860,"lhs","mlah1239"
4861,"lht","loto1240"
4862,"lib","liku1243"
4863,"lid","nyin1250"
4864,"lie","liki1240"
4865,"lih","lihi1237"
4866,"lik","lika1243"
4867,"lim","limb1263"
4868,"lio","liki1241"
4869,"lip","sekp1241"
4870,"liq","libi1250"
4871,"lir","libe1240"
4872,"liu","logo1261"
4873,"liw","coll1240"
4874,"lix","liab1237"
4875,"liz","libi1244"
4876,"lje","ramp1243"
4877,"lji","laiy1246"
4878,"ljl","lioo1240"
4879,"ljx","yuru1264"
4880,"lka","laka1255"
4881,"lkb","kabr1240"
4882,"lkc","kuco1235"
4883,"lkd","lako1248"
4884,"lke","keny1278"
4885,"lkh","lakh1240"
4886,"lki","laki1244"
4887,"lkj","remu1237"
4888,"lkl","laek1243"
4889,"lkm","kala1401"
4890,"lkn","lako1245"
4891,"lko","khay1238"
4892,"lks","kisa1263"
4893,"lky","loko1254"
4894,"lla","lala1261"
4895,"llb","lolo1261"
4896,"llc","lele1266"
4897,"lle","lele1270"
4898,"llf","herm1237"
4899,"llg","lole1239"
4900,"llh","lamu1257"
4901,"lli","teke1277"
4902,"llk","lela1246"
4903,"lll","lila1246"
4904,"llm","lasa1237"
4905,"llq","lola1250"
4906,"lls","lith1236"
4907,"llx","laua1243"
4908,"lly",NA
4909,"lma","east2387"
4910,"lmb","mere1242"
4911,"lmd","lumu1239"
4912,"lmf","sout2896"
4913,"lmg","lamo1244"
4914,"lmi","lomb1254"
4915,"lmj","west2541"
4916,"lmk","lamk1238"
4917,"lmo","lomb1257"
4918,"lmq","lama1279"
4919,"lmr","lama1278"
4920,"lmv","loma1261"
4921,"lmx","laim1240"
4922,"lmy","lamb1273"
4923,"lmz","lumb1237"
4924,"lna","lang1318"
4925,"lnh","lano1248"
4926,"lni","daan1235"
4927,"lnl","sout2787"
4928,"lnm","lang1328"
4929,"lnn","lore1244"
4930,"lno","lang1322"
4931,"lnu","long1389"
4932,"loa","lolo1264"
4933,"loc","inon1237"
4934,"loe","salu1253"
4935,"lof","logo1262"
4936,"loh","nari1240"
4937,"loi","loma1258"
4938,"lon","mala1256"
4939,"loo","lomb1260"
4940,"lop","lopa1238"
4941,"loq","loba1239"
4942,"lot","otuh1238"
4943,"lou","loui1240"
4944,"low","tamp1254"
4945,"lox","loun1239"
4946,"lpa","lele1267"
4947,"lpe","lepk1238"
4948,"lpn","long1375"
4949,"lpo","lipo1242"
4950,"lpx","lopi1242"
4951,"lra","rara1235"
4952,"lre","laur1250"
4953,"lri","mara1393"
4954,"lrl","lari1253"
4955,"lrm","mara1392"
4956,"lrn","lora1237"
4957,"lro","laro1243"
4958,"lrr","sout2734"
4959,"lrt","lara1260"
4960,"lrv","lare1249"
4961,"lrz","leme1238"
4962,"lsa","lasg1238"
4963,"lsd","lish1247"
4964,"lse","luse1252"
4965,"lsg","lyon1239"
4966,"lsh","lish1235"
4967,"lsi","lash1243"
4968,"lsl","latv1245"
4969,"lsm","saam1283"
4970,"lsp","pana1308"
4971,"lsr","aruo1240"
4972,"lss","lasi1242"
4973,"lst","trin1277"
4974,"lsy","maur1240"
4975,"ltc","midd1344"
4976,"lto","tsot1241"
4977,"lts","tach1242"
4978,"ltu","latu1237"
4979,"luc","arin1244"
4980,"lud","ludi1246"
4981,"luf","laua1245"
4982,"luj","luna1244"
4983,"luk","luna1243"
4984,"lum","luim1238"
4985,"lup","lumb1249"
4986,"luq","lucu1238"
4987,"luv","luwa1238"
4988,"luw","luoc1235"
4989,"luz","sout2647"
4990,"lva","maku1277"
4991,"lvu","levu1239"
4992,"lwa","lwal1238"
4993,"lwe","lewo1243"
4994,"lwh","whit1266"
4995,"lwl","east2330"
4996,"lwm","laom1237"
4997,"lwt","lewo1244"
4998,"lwu","lawu1238"
4999,"lxu",NA
5000,"lya","laya1253"
5001,"lyg","lyng1241"
5002,"lyn","luya1241"
5003,"lzh","lite1248"
5004,"lzl","litz1237"
5005,"lzn","lein1237"
5006,"maa","sanj1286"
5007,"mab","yuta1240"
5008,"mae","boru1244"
5009,"maf","mafa1239"
5010,"maj","jala1237"
5011,"mam","mamm1241"
5012,"mat","sanf1262"
5013,"max","nort2828"
5014,"mba","higa1237"
5015,"mbd","diba1242"
5016,"mbf","baba1267"
5017,"mbh","mang1403"
5018,"mbi","ilia1236"
5019,"mbk","malo1245"
5020,"mbm","omba1241"
5021,"mbs","sara1327"
5022,"mbu","mbul1260"
5023,"mbv","mbul1258"
5024,"mbx","mari1432"
5025,"mby","memo1238"
5026,"mbz","amol1236"
5027,"mcc","bitu1242"
5028,"mce","itun1239"
5029,"mci","mese1244"
5030,"mcj","mvan1238"
5031,"mck","mbun1249"
5032,"mcl","maca1261"
5033,"mcq","esee1247"
5034,"mcv","mina1274"
5035,"mcw","mawa1270"
5036,"mcx","mpie1238"
5037,"mcy","sout2877"
5038,"mcz","mawa1267"
5039,"mdb","mori1271"
5040,"mdc","male1291"
5041,"mdg","mass1262"
5042,"mdk","mang1396"
5043,"mdl","malt1238"
5044,"mdn","mbat1248"
5045,"mdp","mbal1257"
5046,"mds","mari1438"
5047,"mdu","mbok1243"
5048,"mdv","sant1439"
5049,"mdz","suru1261"
5050,"mea","menk1238"
5051,"meb","ikob1240"
5052,"med","melp1238"
5053,"mee","meng1267"
5054,"mef","mega1243"
5055,"meh","sout3000"
5056,"mem","mang1383"
5057,"meo","keda1251"
5058,"meq","mere1246"
5059,"mer","meru1245"
5060,"mes","masm1239"
5061,"met","mato1252"
5062,"mew","maak1236"
5063,"mfa","patt1249"
5064,"mfb","bang1365"
5065,"mfd","mend1261"
5066,"mfg","mixi1241"
5067,"mfh","mata1306"
5068,"mfj","mefe1242"
5069,"mfk","nort3046"
5070,"mfl","puta1243"
5071,"mfm","marg1266"
5072,"mfo","mbee1249"
5073,"mfp","maka1305"
5074,"mfq","moba1244"
5075,"mfs","mexi1237"
5076,"mft","moke1240"
5077,"mfu","mbwe1238"
5078,"mfw","mula1254"
5079,"mfx","melo1242"
5080,"mfz","maba1273"
5081,"mgb","mara1396"
5082,"mgc","moro1284"
5083,"mgg","mpon1254"
5084,"mgi","liji1238"
5085,"mgj","abur1244"
5086,"mgk","mawe1251"
5087,"mgm","mamb1306"
5088,"mgn","mban1262"
5089,"mgq","mali1279"
5090,"mgs","mand1423"
5091,"mgt","mong1344"
5092,"mgv","mate1258"
5093,"mgy","mbun1248"
5094,"mgz","mbug1242"
5095,"mha","mand1413"
5096,"mhb","maho1248"
5097,"mhc","moch1257"
5098,"mhf","mama1277"
5099,"mhg","marg1251"
5100,"mhl","mauw1238"
5101,"mhm","makh1265"
5102,"mhn","moch1255"
5103,"mho","mash1267"
5104,"mhp","bali1279"
5105,"mht","mand1448"
5106,"mhw","mbuk1240"
5107,"mii","chig1239"
5108,"mij","abar1238"
5109,"mip","apas1235"
5110,"mir","isth1238"
5111,"mit","sout3001"
5112,"miu","caca1250"
5113,"miw","akoy1238"
5114,"mix","mixt1425"
5115,"mje","musk1256"
5116,"mjh","mwer1247"
5117,"mjj","mawa1266"
5118,"mjl","mand1409"
5119,"mjm","mede1237"
5120,"mjn","mapa1244"
5121,"mjo","mala1459"
5122,"mjp","mala1468"
5123,"mjq","mala1466"
5124,"mjr","mala1463"
5125,"mjs","mish1244"
5126,"mju","mann1245"
5127,"mjv","mann1246"
5128,"mjx","maha1291"
5129,"mjy","mahi1248"
5130,"mjz","majh1253"
5131,"mka","mbre1244"
5132,"mkb","malp1246"
5133,"mkc","sili1247"
5134,"mkg","makc1235"
5135,"mki","dhat1238"
5136,"mkk","byep1241"
5137,"mkl","moko1243"
5138,"mkm","mokl1243"
5139,"mkn","kupa1239"
5140,"mko","ming1254"
5141,"mkp","moik1239"
5142,"mkq","baym1241"
5143,"mkr","mala1495"
5144,"mkt","vama1243"
5145,"mku","kony1250"
5146,"mkv","mafe1237"
5147,"mkx","cina1236"
5148,"mlb","mbul1262"
5149,"mlc","caol1238"
5150,"mlf","mall1246"
5151,"mlh","mape1249"
5152,"mli","mali1283"
5153,"mlj","milt1241"
5154,"mlk","ilwa1237"
5155,"mll","malu1245"
5156,"mln","mala1484"
5157,"mlo","mlom1238"
5158,"mlr","vame1236"
5159,"mlw","molo1266"
5160,"mlx","malf1237"
5161,"mlz","mala1491"
5162,"mma","mama1272"
5163,"mmb","momi1242"
5164,"mmc","mich1246"
